type;name;data;unit
ValueBox;01SHUTTER;1,4800000000000002;us
ValueBox;02SHUTTER;126,5;us
ValueBox;Measrate;0,0001;kHz

MeasSignale
Zeitstempel [ms];01DIST1 [mm];02DIST1 [mm];01DIST1_PEAK [mm];02DIST1_PEAK [mm];01INTENSITY1 [%];02INTENSITY1 [%]
22,3900;7,04250;2147483396,00000;0,00386;2147483396,00000;0,391;0,000
22,4000;7,04248;2147483396,00000;0,00381;2147483396,00000;0,388;0,000
22,4100;7,04246;2147483396,00000;0,00376;2147483396,00000;0,391;0,000
22,4200;7,04247;2147483396,00000;0,00370;2147483396,00000;0,385;0,000
22,4300;7,04249;2147483396,00000;0,00363;2147483396,00000;0,392;0,000
22,4400;7,04251;2147483396,00000;0,00355;2147483396,00000;0,389;0,000
22,4500;7,04247;2147483396,00000;0,00347;2147483396,00000;0,390;0,000
22,4600;7,04245;2147483396,00000;0,00347;2147483396,00000;0,390;0,000
22,4700;7,04243;2147483396,00000;0,00347;2147483396,00000;0,391;0,000
22,4800;7,04244;2147483396,00000;0,00347;2147483396,00000;0,387;0,000
22,4900;7,04244;2147483396,00000;0,00346;2147483396,00000;0,391;0,000
22,5000;7,04245;2147483396,00000;0,00344;2147483396,00000;0,390;0,000
22,5100;7,04242;2147483396,00000;0,00342;2147483396,00000;0,389;0,000
22,5200;7,04240;2147483396,00000;0,00340;2147483396,00000;0,391;0,000
22,5300;7,04239;2147483396,00000;0,00339;2147483396,00000;0,390;0,000
22,5400;7,04242;2147483396,00000;0,00339;2147483396,00000;0,389;0,000
22,5500;7,04246;2147483396,00000;0,00339;2147483396,00000;0,389;0,000
22,5600;7,04250;2147483396,00000;0,00335;2147483396,00000;0,394;0,000
22,5700;7,04254;2147483396,00000;0,00333;2147483396,00000;0,392;0,000
22,5800;7,04259;2147483396,00000;0,00335;2147483396,00000;0,391;0,000
22,5900;7,04265;2147483396,00000;0,00339;2147483396,00000;0,391;0,000
22,6000;7,04271;2147483396,00000;0,00343;2147483396,00000;0,390;0,000
22,6100;7,04275;2147483396,00000;0,00346;2147483396,00000;0,391;0,000
22,6200;7,04278;2147483396,00000;0,00344;2147483396,00000;0,390;0,000
22,6300;7,04281;2147483396,00000;0,00342;2147483396,00000;0,391;0,000
22,6400;7,04285;2147483396,00000;0,00342;2147483396,00000;0,394;0,000
22,6500;7,04290;2147483396,00000;0,00343;2147483396,00000;0,389;0,000
22,6600;7,04296;2147483396,00000;0,00344;2147483396,00000;0,392;0,000
22,6700;7,04298;2147483396,00000;0,00342;2147483396,00000;0,395;0,000
22,6800;7,04301;2147483396,00000;0,00340;2147483396,00000;0,396;0,000
22,6900;7,04302;2147483396,00000;0,00337;2147483396,00000;0,397;0,000
22,7000;7,04304;2147483396,00000;0,00334;2147483396,00000;0,394;0,000
22,7100;7,04304;2147483396,00000;0,00331;2147483396,00000;0,392;0,000
22,7200;7,04305;2147483396,00000;0,00329;2147483396,00000;0,390;0,000
22,7300;7,04305;2147483396,00000;0,00327;2147483396,00000;0,392;0,000
22,7400;7,04304;2147483396,00000;0,00325;2147483396,00000;0,393;0,000
22,7500;7,04302;2147483396,00000;0,00322;2147483396,00000;0,393;0,000
22,7600;7,04304;2147483396,00000;0,00318;2147483396,00000;0,393;0,000
22,7700;7,04307;2147483396,00000;0,00317;2147483396,00000;0,392;0,000
22,7800;7,04310;2147483396,00000;0,00318;2147483396,00000;0,393;0,000
22,7900;7,04313;2147483396,00000;0,00318;2147483396,00000;0,390;0,000
22,8000;7,04312;2147483396,00000;0,00316;2147483396,00000;0,390;0,000
22,8100;7,04311;2147483396,00000;0,00313;2147483396,00000;0,392;0,000
22,8200;7,04311;2147483396,00000;0,00309;2147483396,00000;0,392;0,000
22,8300;7,04315;2147483396,00000;0,00307;2147483396,00000;0,392;0,000
22,8400;7,04319;2147483396,00000;0,00307;2147483396,00000;0,390;0,000
22,8500;7,04324;2147483396,00000;0,00307;2147483396,00000;0,391;0,000
22,8600;7,04328;2147483396,00000;0,00306;2147483396,00000;0,391;0,000
22,8700;7,04330;2147483396,00000;0,00302;2147483396,00000;0,394;0,000
22,8800;7,04331;2147483396,00000;0,00297;2147483396,00000;0,390;0,000
22,8900;7,04333;2147483396,00000;0,00293;2147483396,00000;0,392;0,000
22,9000;7,04334;2147483396,00000;0,00288;2147483396,00000;0,391;0,000
22,9100;7,04335;2147483396,00000;0,00283;2147483396,00000;0,392;0,000
22,9200;7,04332;2147483396,00000;0,00278;2147483396,00000;0,393;0,000
22,9300;7,04330;2147483396,00000;0,00274;2147483396,00000;0,391;0,000
22,9400;7,04328;2147483396,00000;0,00269;2147483396,00000;0,393;0,000
22,9500;7,04326;2147483396,00000;0,00265;2147483396,00000;0,390;0,000
22,9600;7,04326;2147483396,00000;0,00261;2147483396,00000;0,391;0,000
22,9700;7,04325;2147483396,00000;0,00258;2147483396,00000;0,392;0,000
22,9800;7,04325;2147483396,00000;0,00254;2147483396,00000;0,388;0,000
22,9900;7,04322;2147483396,00000;0,00252;2147483396,00000;0,391;0,000
23,0000;7,04317;2147483396,00000;0,00251;2147483396,00000;0,390;0,000
23,0100;7,04312;2147483396,00000;0,00251;2147483396,00000;0,393;0,000
23,0200;7,04307;2147483396,00000;0,00251;2147483396,00000;0,392;0,000
23,0300;7,04306;2147483396,00000;0,00251;2147483396,00000;0,394;0,000
23,0400;7,04308;2147483396,00000;0,00251;2147483396,00000;0,393;0,000
23,0500;7,04311;2147483396,00000;0,00251;2147483396,00000;0,392;0,000
23,0600;7,04315;2147483396,00000;0,00251;2147483396,00000;0,392;0,000
23,0700;7,04319;2147483396,00000;0,00251;2147483396,00000;0,391;0,000
23,0800;7,04323;2147483396,00000;0,00251;2147483396,00000;0,391;0,000
23,0900;7,04326;2147483396,00000;0,00251;2147483396,00000;0,391;0,000
23,1000;7,04330;2147483396,00000;0,00251;2147483396,00000;0,392;0,000
23,1100;7,04333;2147483396,00000;0,00251;2147483396,00000;0,392;0,000
23,1200;7,04337;2147483396,00000;0,00253;2147483396,00000;0,393;0,000
23,1300;7,04341;2147483396,00000;0,00257;2147483396,00000;0,393;0,000
23,1400;7,04344;2147483396,00000;0,00260;2147483396,00000;0,389;0,000
23,1500;7,04348;2147483396,00000;0,00264;2147483396,00000;0,391;0,000
23,1600;7,04352;2147483396,00000;0,00269;2147483396,00000;0,392;0,000
23,1700;7,04360;2147483396,00000;0,00276;2147483396,00000;0,393;0,000
23,1800;7,04367;2147483396,00000;0,00283;2147483396,00000;0,390;0,000
23,1900;7,04372;2147483396,00000;0,00289;2147483396,00000;0,391;0,000
23,2000;7,04372;2147483396,00000;0,00289;2147483396,00000;0,390;0,000
23,2100;7,04371;2147483396,00000;0,00289;2147483396,00000;0,392;0,000
23,2200;7,04369;2147483396,00000;0,00289;2147483396,00000;0,393;0,000
23,2300;7,04372;2147483396,00000;0,00289;2147483396,00000;0,394;0,000
23,2400;7,04375;2147483396,00000;0,00292;2147483396,00000;0,393;0,000
23,2500;7,04379;2147483396,00000;0,00295;2147483396,00000;0,392;0,000
23,2600;7,04382;2147483396,00000;0,00299;2147483396,00000;0,391;0,000
23,2700;7,04383;2147483396,00000;0,00300;2147483396,00000;0,393;0,000
23,2800;7,04384;2147483396,00000;0,00301;2147483396,00000;0,393;0,000
23,2900;7,04385;2147483396,00000;0,00302;2147483396,00000;0,392;0,000
23,3000;7,04390;2147483396,00000;0,00307;2147483396,00000;0,393;0,000
23,3100;7,04395;2147483396,00000;0,00311;2147483396,00000;0,392;0,000
23,3200;7,04400;2147483396,00000;0,00310;2147483396,00000;0,393;0,000
23,3300;7,04397;2147483396,00000;0,00304;2147483396,00000;0,392;0,000
23,3400;7,04394;2147483396,00000;0,00298;2147483396,00000;0,393;0,000
23,3500;7,04391;2147483396,00000;0,00292;2147483396,00000;0,393;0,000
23,3600;7,04397;2147483396,00000;0,00286;2147483396,00000;0,392;0,000
23,3700;7,04404;2147483396,00000;0,00284;2147483396,00000;0,390;0,000
23,3800;7,04410;2147483396,00000;0,00278;2147483396,00000;0,389;0,000
23,3900;7,04408;2147483396,00000;0,00267;2147483396,00000;0,390;0,000
23,4000;7,04402;2147483396,00000;0,00255;2147483396,00000;0,392;0,000
23,4100;7,04397;2147483396,00000;0,00248;2147483396,00000;0,394;0,000
23,4200;7,04391;2147483396,00000;0,00240;2147483396,00000;0,393;0,000
23,4300;7,04392;2147483396,00000;0,00233;2147483396,00000;0,393;0,000
23,4400;7,04394;2147483396,00000;0,00221;2147483396,00000;0,390;0,000
23,4500;7,04396;2147483396,00000;0,00210;2147483396,00000;0,390;0,000
23,4600;7,04390;2147483396,00000;0,00198;2147483396,00000;0,390;0,000
23,4700;7,04384;2147483396,00000;0,00193;2147483396,00000;0,392;0,000
23,4800;7,04378;2147483396,00000;0,00193;2147483396,00000;0,396;0,000
23,4900;7,04379;2147483396,00000;0,00193;2147483396,00000;0,394;0,000
23,5000;7,04381;2147483396,00000;0,00188;2147483396,00000;0,392;0,000
23,5100;7,04383;2147483396,00000;0,00184;2147483396,00000;0,390;0,000
23,5200;7,04379;2147483396,00000;0,00181;2147483396,00000;0,390;0,000
23,5300;7,04374;2147483396,00000;0,00181;2147483396,00000;0,390;0,000
23,5400;7,04370;2147483396,00000;0,00181;2147483396,00000;0,396;0,000
23,5500;7,04371;2147483396,00000;0,00181;2147483396,00000;0,396;0,000
23,5600;7,04378;2147483396,00000;0,00177;2147483396,00000;0,393;0,000
23,5700;7,04384;2147483396,00000;0,00174;2147483396,00000;0,390;0,000
23,5800;7,04391;2147483396,00000;0,00174;2147483396,00000;0,390;0,000
23,5900;7,04390;2147483396,00000;0,00174;2147483396,00000;0,393;0,000
23,6000;7,04389;2147483396,00000;0,00174;2147483396,00000;0,395;0,000
23,6100;7,04389;2147483396,00000;0,00174;2147483396,00000;0,395;0,000
23,6200;7,04397;2147483396,00000;0,00173;2147483396,00000;0,396;0,000
23,6300;7,04406;2147483396,00000;0,00171;2147483396,00000;0,392;0,000
23,6400;7,04415;2147483396,00000;0,00176;2147483396,00000;0,392;0,000
23,6500;7,04413;2147483396,00000;0,00176;2147483396,00000;0,391;0,000
23,6600;7,04411;2147483396,00000;0,00176;2147483396,00000;0,393;0,000
23,6700;7,04409;2147483396,00000;0,00176;2147483396,00000;0,396;0,000
23,6800;7,04415;2147483396,00000;0,00176;2147483396,00000;0,393;0,000
23,6900;7,04421;2147483396,00000;0,00182;2147483396,00000;0,393;0,000
23,7000;7,04428;2147483396,00000;0,00188;2147483396,00000;0,390;0,000
23,7100;7,04427;2147483396,00000;0,00188;2147483396,00000;0,392;0,000
23,7200;7,04424;2147483396,00000;0,00188;2147483396,00000;0,395;0,000
23,7300;7,04422;2147483396,00000;0,00188;2147483396,00000;0,396;0,000
23,7400;7,04424;2147483396,00000;0,00188;2147483396,00000;0,394;0,000
23,7500;7,04429;2147483396,00000;0,00190;2147483396,00000;0,394;0,000
23,7600;7,04434;2147483396,00000;0,00194;2147483396,00000;0,392;0,000
23,7700;7,04436;2147483396,00000;0,00197;2147483396,00000;0,393;0,000
23,7800;7,04432;2147483396,00000;0,00197;2147483396,00000;0,393;0,000
23,7900;7,04428;2147483396,00000;0,00197;2147483396,00000;0,393;0,000
23,8000;7,04423;2147483396,00000;0,00197;2147483396,00000;0,395;0,000
23,8100;7,04430;2147483396,00000;0,00194;2147483396,00000;0,394;0,000
23,8200;7,04436;2147483396,00000;0,00191;2147483396,00000;0,393;0,000
23,8300;7,04443;2147483396,00000;0,00193;2147483396,00000;0,392;0,000
23,8400;7,04439;2147483396,00000;0,00189;2147483396,00000;0,392;0,000
23,8500;7,04436;2147483396,00000;0,00183;2147483396,00000;0,393;0,000
23,8600;7,04433;2147483396,00000;0,00177;2147483396,00000;0,392;0,000
23,8700;7,04433;2147483396,00000;0,00172;2147483396,00000;0,392;0,000
23,8800;7,04433;2147483396,00000;0,00168;2147483396,00000;0,394;0,000
23,8900;7,04429;2147483396,00000;0,00164;2147483396,00000;0,392;0,000
23,9000;7,04420;2147483396,00000;0,00162;2147483396,00000;0,388;0,000
23,9100;7,04411;2147483396,00000;0,00157;2147483396,00000;0,389;0,000
23,9200;7,04400;2147483396,00000;0,00152;2147483396,00000;0,389;0,000
23,9300;7,04390;2147483396,00000;0,00147;2147483396,00000;0,395;0,000
23,9400;7,04382;2147483396,00000;0,00144;2147483396,00000;0,392;0,000
23,9500;7,04381;2147483396,00000;0,00142;2147483396,00000;0,395;0,000
23,9600;7,04379;2147483396,00000;0,00141;2147483396,00000;0,392;0,000
23,9700;7,04375;2147483396,00000;0,00140;2147483396,00000;0,391;0,000
23,9800;7,04369;2147483396,00000;0,00140;2147483396,00000;0,390;0,000
23,9900;7,04360;2147483396,00000;0,00140;2147483396,00000;0,391;0,000
24,0000;7,04352;2147483396,00000;0,00140;2147483396,00000;0,394;0,000
24,0100;7,04345;2147483396,00000;0,00140;2147483396,00000;0,392;0,000
24,0200;7,04345;2147483396,00000;0,00140;2147483396,00000;0,396;0,000
24,0300;7,04346;2147483396,00000;0,00139;2147483396,00000;0,391;0,000
24,0400;7,04348;2147483396,00000;0,00136;2147483396,00000;0,391;0,000
24,0500;7,04352;2147483396,00000;0,00136;2147483396,00000;0,394;0,000
24,0600;7,04355;2147483396,00000;0,00136;2147483396,00000;0,392;0,000
24,0700;7,04359;2147483396,00000;0,00136;2147483396,00000;0,395;0,000
24,0800;7,04366;2147483396,00000;0,00136;2147483396,00000;0,393;0,000
24,0900;7,04372;2147483396,00000;0,00136;2147483396,00000;0,387;0,000
24,1000;7,04379;2147483396,00000;0,00136;2147483396,00000;0,388;0,000
24,1100;7,04373;2147483396,00000;0,00136;2147483396,00000;0,390;0,000
24,1200;7,04367;2147483396,00000;0,00136;2147483396,00000;0,392;0,000
24,1300;7,04361;2147483396,00000;0,00136;2147483396,00000;0,395;0,000
24,1400;7,04367;2147483396,00000;0,00136;2147483396,00000;0,392;0,000
24,1500;7,04376;2147483396,00000;0,00136;2147483396,00000;0,390;0,000
24,1600;7,04384;2147483396,00000;0,00136;2147483396,00000;0,389;0,000
24,1700;7,04383;2147483396,00000;0,00136;2147483396,00000;0,391;0,000
24,1800;7,04375;2147483396,00000;0,00136;2147483396,00000;0,394;0,000
24,1900;7,04366;2147483396,00000;0,00136;2147483396,00000;0,393;0,000
24,2000;7,04364;2147483396,00000;0,00136;2147483396,00000;0,393;0,000
24,2100;7,04364;2147483396,00000;0,00136;2147483396,00000;0,391;0,000
24,2200;7,04363;2147483396,00000;0,00136;2147483396,00000;0,389;0,000
24,2300;7,04357;2147483396,00000;0,00136;2147483396,00000;0,390;0,000
24,2400;7,04350;2147483396,00000;0,00136;2147483396,00000;0,396;0,000
24,2500;7,04344;2147483396,00000;0,00136;2147483396,00000;0,396;0,000
24,2600;7,04351;2147483396,00000;0,00136;2147483396,00000;0,395;0,000
24,2700;7,04363;2147483396,00000;0,00136;2147483396,00000;0,393;0,000
24,2800;7,04375;2147483396,00000;0,00136;2147483396,00000;0,388;0,000
24,2900;7,04376;2147483396,00000;0,00136;2147483396,00000;0,388;0,000
24,3000;7,04367;2147483396,00000;0,00136;2147483396,00000;0,391;0,000
24,3100;7,04358;2147483396,00000;0,00134;2147483396,00000;0,395;0,000
24,3200;7,04350;2147483396,00000;0,00131;2147483396,00000;0,394;0,000
24,3300;7,04358;2147483396,00000;0,00127;2147483396,00000;0,391;0,000
24,3400;7,04366;2147483396,00000;0,00123;2147483396,00000;0,391;0,000
24,3500;7,04374;2147483396,00000;0,00120;2147483396,00000;0,389;0,000
24,3600;7,04368;2147483396,00000;0,00116;2147483396,00000;0,389;0,000
24,3700;7,04362;2147483396,00000;0,00113;2147483396,00000;0,393;0,000
24,3800;7,04356;2147483396,00000;0,00109;2147483396,00000;0,392;0,000
24,3900;7,04357;2147483396,00000;0,00105;2147483396,00000;0,392;0,000
24,4000;7,04357;2147483396,00000;0,00102;2147483396,00000;0,386;0,000
24,4100;7,04358;2147483396,00000;0,00099;2147483396,00000;0,388;0,000
24,4200;7,04341;2147483396,00000;0,00102;2147483396,00000;0,392;0,000
24,4300;7,04325;2147483396,00000;0,00118;2147483396,00000;0,392;0,000
24,4400;7,04308;2147483396,00000;0,00135;2147483396,00000;0,395;0,000
24,4500;7,04314;2147483396,00000;0,00135;2147483396,00000;0,393;0,000
24,4600;7,04320;2147483396,00000;0,00135;2147483396,00000;0,391;0,000
24,4700;7,04326;2147483396,00000;0,00135;2147483396,00000;0,387;0,000
24,4800;7,04323;2147483396,00000;0,00135;2147483396,00000;0,387;0,000
24,4900;7,04312;2147483396,00000;0,00135;2147483396,00000;0,389;0,000
24,5000;7,04301;2147483396,00000;0,00142;2147483396,00000;0,396;0,000
24,5100;7,04290;2147483396,00000;0,00153;2147483396,00000;0,393;0,000
24,5200;7,04294;2147483396,00000;0,00153;2147483396,00000;0,393;0,000
24,5300;7,04299;2147483396,00000;0,00153;2147483396,00000;0,392;0,000
24,5400;7,04303;2147483396,00000;0,00153;2147483396,00000;0,392;0,000
24,5500;7,04303;2147483396,00000;0,00153;2147483396,00000;0,391;0,000
24,5600;7,04303;2147483396,00000;0,00153;2147483396,00000;0,393;0,000
24,5700;7,04303;2147483396,00000;0,00153;2147483396,00000;0,390;0,000
24,5800;7,04308;2147483396,00000;0,00153;2147483396,00000;0,389;0,000
24,5900;7,04310;2147483396,00000;0,00153;2147483396,00000;0,392;0,000
24,6000;7,04313;2147483396,00000;0,00153;2147483396,00000;0,390;0,000
24,6100;7,04304;2147483396,00000;0,00153;2147483396,00000;0,391;0,000
24,6200;7,04295;2147483396,00000;0,00153;2147483396,00000;0,390;0,000
24,6300;7,04286;2147483396,00000;0,00157;2147483396,00000;0,392;0,000
24,6400;7,04288;2147483396,00000;0,00157;2147483396,00000;0,392;0,000
24,6500;7,04294;2147483396,00000;0,00157;2147483396,00000;0,393;0,000
24,6600;7,04301;2147483396,00000;0,00157;2147483396,00000;0,390;0,000
24,6700;7,04307;2147483396,00000;0,00157;2147483396,00000;0,388;0,000
24,6800;7,04297;2147483396,00000;0,00157;2147483396,00000;0,387;0,000
24,6900;7,04287;2147483396,00000;0,00157;2147483396,00000;0,391;0,000
24,7000;7,04277;2147483396,00000;0,00166;2147483396,00000;0,390;0,000
24,7100;7,04273;2147483396,00000;0,00169;2147483396,00000;0,392;0,000
24,7200;7,04273;2147483396,00000;0,00169;2147483396,00000;0,393;0,000
24,7300;7,04273;2147483396,00000;0,00169;2147483396,00000;0,393;0,000
24,7400;7,04273;2147483396,00000;0,00169;2147483396,00000;0,391;0,000
24,7500;7,04275;2147483396,00000;0,00169;2147483396,00000;0,390;0,000
24,7600;7,04277;2147483396,00000;0,00169;2147483396,00000;0,394;0,000
24,7700;7,04279;2147483396,00000;0,00169;2147483396,00000;0,392;0,000
24,7800;7,04282;2147483396,00000;0,00169;2147483396,00000;0,392;0,000
24,7900;7,04285;2147483396,00000;0,00169;2147483396,00000;0,388;0,000
24,8000;7,04285;2147483396,00000;0,00169;2147483396,00000;0,385;0,000
24,8100;7,04278;2147483396,00000;0,00169;2147483396,00000;0,390;0,000
24,8200;7,04271;2147483396,00000;0,00172;2147483396,00000;0,390;0,000
24,8300;7,04264;2147483396,00000;0,00179;2147483396,00000;0,395;0,000
24,8400;7,04272;2147483396,00000;0,00179;2147483396,00000;0,394;0,000
24,8500;7,04280;2147483396,00000;0,00179;2147483396,00000;0,392;0,000
24,8600;7,04288;2147483396,00000;0,00179;2147483396,00000;0,385;0,000
24,8700;7,04290;2147483396,00000;0,00179;2147483396,00000;0,391;0,000
24,8800;7,04280;2147483396,00000;0,00179;2147483396,00000;0,389;0,000
24,8900;7,04270;2147483396,00000;0,00179;2147483396,00000;0,390;0,000
24,9000;7,04260;2147483396,00000;0,00182;2147483396,00000;0,389;0,000
24,9100;7,04257;2147483396,00000;0,00185;2147483396,00000;0,390;0,000
24,9200;7,04255;2147483396,00000;0,00188;2147483396,00000;0,388;0,000
24,9300;7,04252;2147483396,00000;0,00191;2147483396,00000;0,387;0,000
24,9400;7,04241;2147483396,00000;0,00202;2147483396,00000;0,389;0,000
24,9500;7,04229;2147483396,00000;0,00213;2147483396,00000;0,388;0,000
24,9600;7,04218;2147483396,00000;0,00224;2147483396,00000;0,390;0,000
24,9700;7,04217;2147483396,00000;0,00225;2147483396,00000;0,390;0,000
24,9800;7,04216;2147483396,00000;0,00226;2147483396,00000;0,389;0,000
24,9900;7,04215;2147483396,00000;0,00227;2147483396,00000;0,389;0,000
25,0000;7,04204;2147483396,00000;0,00239;2147483396,00000;0,387;0,000
25,0100;7,04193;2147483396,00000;0,00250;2147483396,00000;0,389;0,000
25,0200;7,04181;2147483396,00000;0,00261;2147483396,00000;0,392;0,000
25,0300;7,04177;2147483396,00000;0,00265;2147483396,00000;0,391;0,000
25,0400;7,04182;2147483396,00000;0,00265;2147483396,00000;0,390;0,000
25,0500;7,04188;2147483396,00000;0,00265;2147483396,00000;0,390;0,000
25,0600;7,04193;2147483396,00000;0,00265;2147483396,00000;0,390;0,000
25,0700;7,04186;2147483396,00000;0,00265;2147483396,00000;0,387;0,000
25,0800;7,04179;2147483396,00000;0,00265;2147483396,00000;0,389;0,000
25,0900;7,04173;2147483396,00000;0,00270;2147483396,00000;0,390;0,000
25,1000;7,04178;2147483396,00000;0,00270;2147483396,00000;0,391;0,000
25,1100;7,04184;2147483396,00000;0,00267;2147483396,00000;0,388;0,000
25,1200;7,04190;2147483396,00000;0,00263;2147483396,00000;0,391;0,000
25,1300;7,04189;2147483396,00000;0,00260;2147483396,00000;0,388;0,000
25,1400;7,04188;2147483396,00000;0,00260;2147483396,00000;0,392;0,000
25,1500;7,04187;2147483396,00000;0,00260;2147483396,00000;0,388;0,000
25,1600;7,04190;2147483396,00000;0,00257;2147483396,00000;0,389;0,000
25,1700;7,04193;2147483396,00000;0,00248;2147483396,00000;0,386;0,000
25,1800;7,04195;2147483396,00000;0,00239;2147483396,00000;0,389;0,000
25,1900;7,04192;2147483396,00000;0,00227;2147483396,00000;0,389;0,000
25,2000;7,04188;2147483396,00000;0,00218;2147483396,00000;0,389;0,000
25,2100;7,04183;2147483396,00000;0,00212;2147483396,00000;0,390;0,000
25,2200;7,04179;2147483396,00000;0,00212;2147483396,00000;0,390;0,000
25,2300;7,04187;2147483396,00000;0,00212;2147483396,00000;0,392;0,000
25,2400;7,04195;2147483396,00000;0,00212;2147483396,00000;0,391;0,000
25,2500;7,04202;2147483396,00000;0,00212;2147483396,00000;0,388;0,000
25,2600;7,04205;2147483396,00000;0,00212;2147483396,00000;0,389;0,000
25,2700;7,04203;2147483396,00000;0,00212;2147483396,00000;0,388;0,000
25,2800;7,04200;2147483396,00000;0,00212;2147483396,00000;0,390;0,000
25,2900;7,04198;2147483396,00000;0,00212;2147483396,00000;0,389;0,000
25,3000;7,04197;2147483396,00000;0,00212;2147483396,00000;0,390;0,000
25,3100;7,04196;2147483396,00000;0,00212;2147483396,00000;0,388;0,000
25,3200;7,04195;2147483396,00000;0,00212;2147483396,00000;0,389;0,000
25,3300;7,04194;2147483396,00000;0,00212;2147483396,00000;0,390;0,000
25,3400;7,04191;2147483396,00000;0,00212;2147483396,00000;0,390;0,000
25,3500;7,04191;2147483396,00000;0,00212;2147483396,00000;0,389;0,000
25,3600;7,04191;2147483396,00000;0,00212;2147483396,00000;0,389;0,000
25,3700;7,04192;2147483396,00000;0,00212;2147483396,00000;0,389;0,000
25,3800;7,04191;2147483396,00000;0,00212;2147483396,00000;0,390;0,000
25,3900;7,04185;2147483396,00000;0,00212;2147483396,00000;0,395;0,000
25,4000;7,04169;2147483396,00000;0,00215;2147483396,00000;0,393;0,000
25,4100;7,04154;2147483396,00000;0,00230;2147483396,00000;0,387;0,000
25,4200;7,04139;2147483396,00000;0,00246;2147483396,00000;0,389;0,000
25,4300;7,04136;2147483396,00000;0,00249;2147483396,00000;0,390;0,000
25,4400;7,04134;2147483396,00000;0,00249;2147483396,00000;0,387;0,000
25,4500;7,04132;2147483396,00000;0,00244;2147483396,00000;0,393;0,000
25,4600;7,04127;2147483396,00000;0,00249;2147483396,00000;0,389;0,000
25,4700;7,04120;2147483396,00000;0,00255;2147483396,00000;0,387;0,000
25,4800;7,04114;2147483396,00000;0,00261;2147483396,00000;0,390;0,000
25,4900;7,04110;2147483396,00000;0,00266;2147483396,00000;0,390;0,000
25,5000;7,04106;2147483396,00000;0,00269;2147483396,00000;0,387;0,000
25,5100;7,04103;2147483396,00000;0,00272;2147483396,00000;0,392;0,000
25,5200;7,04100;2147483396,00000;0,00275;2147483396,00000;0,393;0,000
25,5300;7,04097;2147483396,00000;0,00279;2147483396,00000;0,387;0,000
25,5400;7,04093;2147483396,00000;0,00282;2147483396,00000;0,391;0,000
25,5500;7,04091;2147483396,00000;0,00285;2147483396,00000;0,392;0,000
25,5600;7,04098;2147483396,00000;0,00285;2147483396,00000;0,387;0,000
25,5700;7,04105;2147483396,00000;0,00283;2147483396,00000;0,391;0,000
25,5800;7,04112;2147483396,00000;0,00283;2147483396,00000;0,393;0,000
25,5900;7,04103;2147483396,00000;0,00283;2147483396,00000;0,392;0,000
25,6000;7,04094;2147483396,00000;0,00283;2147483396,00000;0,391;0,000
25,6100;7,04086;2147483396,00000;0,00289;2147483396,00000;0,389;0,000
25,6200;7,04090;2147483396,00000;0,00289;2147483396,00000;0,391;0,000
25,6300;7,04094;2147483396,00000;0,00283;2147483396,00000;0,390;0,000
25,6400;7,04098;2147483396,00000;0,00277;2147483396,00000;0,394;0,000
25,6500;7,04094;2147483396,00000;0,00272;2147483396,00000;0,394;0,000
25,6600;7,04090;2147483396,00000;0,00272;2147483396,00000;0,389;0,000
25,6700;7,04087;2147483396,00000;0,00272;2147483396,00000;0,391;0,000
25,6800;7,04083;2147483396,00000;0,00275;2147483396,00000;0,390;0,000
25,6900;7,04079;2147483396,00000;0,00262;2147483396,00000;0,389;0,000
25,7000;7,04075;2147483396,00000;0,00251;2147483396,00000;0,395;0,000
25,7100;7,04069;2147483396,00000;0,00258;2147483396,00000;0,392;0,000
25,7200;7,04062;2147483396,00000;0,00265;2147483396,00000;0,389;0,000
25,7300;7,04054;2147483396,00000;0,00272;2147483396,00000;0,387;0,000
25,7400;7,04052;2147483396,00000;0,00275;2147483396,00000;0,388;0,000
25,7500;7,04057;2147483396,00000;0,00272;2147483396,00000;0,387;0,000
25,7600;7,04063;2147483396,00000;0,00262;2147483396,00000;0,393;0,000
25,7700;7,04066;2147483396,00000;0,00262;2147483396,00000;0,393;0,000
25,7800;7,04056;2147483396,00000;0,00262;2147483396,00000;0,392;0,000
25,7900;7,04046;2147483396,00000;0,00268;2147483396,00000;0,390;0,000
25,8000;7,04035;2147483396,00000;0,00278;2147483396,00000;0,389;0,000
25,8100;7,04034;2147483396,00000;0,00279;2147483396,00000;0,389;0,000
25,8200;7,04038;2147483396,00000;0,00279;2147483396,00000;0,388;0,000
25,8300;7,04041;2147483396,00000;0,00279;2147483396,00000;0,392;0,000
25,8400;7,04044;2147483396,00000;0,00279;2147483396,00000;0,390;0,000
25,8500;7,04044;2147483396,00000;0,00279;2147483396,00000;0,391;0,000
25,8600;7,04043;2147483396,00000;0,00279;2147483396,00000;0,392;0,000
25,8700;7,04041;2147483396,00000;0,00279;2147483396,00000;0,392;0,000
25,8800;7,04039;2147483396,00000;0,00272;2147483396,00000;0,391;0,000
25,8900;7,04036;2147483396,00000;0,00272;2147483396,00000;0,393;0,000
25,9000;7,04029;2147483396,00000;0,00278;2147483396,00000;0,392;0,000
25,9100;7,04023;2147483396,00000;0,00284;2147483396,00000;0,394;0,000
25,9200;7,04016;2147483396,00000;0,00291;2147483396,00000;0,392;0,000
