type;name;data;unit
ValueBox;01SHUTTER;1,4800000000000002;us
ValueBox;02SHUTTER;126,5;us
ValueBox;Measrate;0,0001;kHz

MeasSignale
Zeitstempel [ms];01DIST1 [mm];02DIST1 [mm];01DIST1_PEAK [mm];02DIST1_PEAK [mm];01INTENSITY1 [%];02INTENSITY1 [%]
8,8300;6,88939;2147483396,00000;0,03039;2147483396,00000;0,389;0,000
8,8400;6,88960;2147483396,00000;0,03036;2147483396,00000;0,390;0,000
8,8500;6,88981;2147483396,00000;0,03031;2147483396,00000;0,388;0,000
8,8600;6,89003;2147483396,00000;0,03027;2147483396,00000;0,389;0,000
8,8700;6,89024;2147483396,00000;0,03022;2147483396,00000;0,388;0,000
8,8800;6,89043;2147483396,00000;0,03014;2147483396,00000;0,388;0,000
8,8900;6,89063;2147483396,00000;0,03009;2147483396,00000;0,388;0,000
8,9000;6,89081;2147483396,00000;0,03003;2147483396,00000;0,386;0,000
8,9100;6,89101;2147483396,00000;0,03000;2147483396,00000;0,387;0,000
8,9200;6,89121;2147483396,00000;0,02995;2147483396,00000;0,387;0,000
8,9300;6,89141;2147483396,00000;0,02991;2147483396,00000;0,384;0,000
8,9400;6,89162;2147483396,00000;0,02987;2147483396,00000;0,386;0,000
8,9500;6,89183;2147483396,00000;0,02981;2147483396,00000;0,384;0,000
8,9600;6,89205;2147483396,00000;0,02977;2147483396,00000;0,383;0,000
8,9700;6,89227;2147483396,00000;0,02973;2147483396,00000;0,384;0,000
8,9800;6,89248;2147483396,00000;0,02970;2147483396,00000;0,382;0,000
8,9900;6,89271;2147483396,00000;0,02966;2147483396,00000;0,383;0,000
9,0000;6,89294;2147483396,00000;0,02961;2147483396,00000;0,385;0,000
9,0100;6,89317;2147483396,00000;0,02958;2147483396,00000;0,383;0,000
9,0200;6,89339;2147483396,00000;0,02956;2147483396,00000;0,384;0,000
9,0300;6,89361;2147483396,00000;0,02953;2147483396,00000;0,380;0,000
9,0400;6,89382;2147483396,00000;0,02950;2147483396,00000;0,385;0,000
9,0500;6,89404;2147483396,00000;0,02945;2147483396,00000;0,385;0,000
9,0600;6,89427;2147483396,00000;0,02939;2147483396,00000;0,388;0,000
9,0700;6,89450;2147483396,00000;0,02935;2147483396,00000;0,387;0,000
9,0800;6,89474;2147483396,00000;0,02931;2147483396,00000;0,385;0,000
9,0900;6,89496;2147483396,00000;0,02928;2147483396,00000;0,387;0,000
9,1000;6,89518;2147483396,00000;0,02926;2147483396,00000;0,386;0,000
9,1100;6,89542;2147483396,00000;0,02924;2147483396,00000;0,387;0,000
9,1200;6,89564;2147483396,00000;0,02922;2147483396,00000;0,389;0,000
9,1300;6,89587;2147483396,00000;0,02921;2147483396,00000;0,388;0,000
9,1400;6,89610;2147483396,00000;0,02919;2147483396,00000;0,389;0,000
9,1500;6,89633;2147483396,00000;0,02919;2147483396,00000;0,391;0,000
9,1600;6,89656;2147483396,00000;0,02921;2147483396,00000;0,390;0,000
9,1700;6,89678;2147483396,00000;0,02920;2147483396,00000;0,393;0,000
9,1800;6,89702;2147483396,00000;0,02920;2147483396,00000;0,389;0,000
9,1900;6,89727;2147483396,00000;0,02919;2147483396,00000;0,392;0,000
9,2000;6,89754;2147483396,00000;0,02921;2147483396,00000;0,392;0,000
9,2100;6,89781;2147483396,00000;0,02922;2147483396,00000;0,391;0,000
9,2200;6,89806;2147483396,00000;0,02924;2147483396,00000;0,392;0,000
9,2300;6,89831;2147483396,00000;0,02927;2147483396,00000;0,393;0,000
9,2400;6,89854;2147483396,00000;0,02927;2147483396,00000;0,391;0,000
9,2500;6,89878;2147483396,00000;0,02925;2147483396,00000;0,393;0,000
9,2600;6,89901;2147483396,00000;0,02923;2147483396,00000;0,395;0,000
9,2700;6,89924;2147483396,00000;0,02924;2147483396,00000;0,392;0,000
9,2800;6,89947;2147483396,00000;0,02923;2147483396,00000;0,393;0,000
9,2900;6,89970;2147483396,00000;0,02921;2147483396,00000;0,393;0,000
9,3000;6,89990;2147483396,00000;0,02917;2147483396,00000;0,394;0,000
9,3100;6,90010;2147483396,00000;0,02913;2147483396,00000;0,393;0,000
9,3200;6,90032;2147483396,00000;0,02908;2147483396,00000;0,395;0,000
9,3300;6,90052;2147483396,00000;0,02905;2147483396,00000;0,393;0,000
9,3400;6,90072;2147483396,00000;0,02901;2147483396,00000;0,394;0,000
9,3500;6,90091;2147483396,00000;0,02898;2147483396,00000;0,392;0,000
9,3600;6,90109;2147483396,00000;0,02892;2147483396,00000;0,392;0,000
9,3700;6,90126;2147483396,00000;0,02888;2147483396,00000;0,394;0,000
9,3800;6,90145;2147483396,00000;0,02883;2147483396,00000;0,396;0,000
9,3900;6,90163;2147483396,00000;0,02879;2147483396,00000;0,396;0,000
9,4000;6,90183;2147483396,00000;0,02877;2147483396,00000;0,394;0,000
9,4100;6,90203;2147483396,00000;0,02877;2147483396,00000;0,396;0,000
9,4200;6,90225;2147483396,00000;0,02875;2147483396,00000;0,396;0,000
9,4300;6,90245;2147483396,00000;0,02869;2147483396,00000;0,396;0,000
9,4400;6,90266;2147483396,00000;0,02864;2147483396,00000;0,392;0,000
9,4500;6,90286;2147483396,00000;0,02861;2147483396,00000;0,395;0,000
9,4600;6,90308;2147483396,00000;0,02858;2147483396,00000;0,395;0,000
9,4700;6,90331;2147483396,00000;0,02856;2147483396,00000;0,395;0,000
9,4800;6,90354;2147483396,00000;0,02854;2147483396,00000;0,392;0,000
9,4900;6,90377;2147483396,00000;0,02851;2147483396,00000;0,395;0,000
9,5000;6,90400;2147483396,00000;0,02849;2147483396,00000;0,395;0,000
9,5100;6,90424;2147483396,00000;0,02848;2147483396,00000;0,396;0,000
9,5200;6,90447;2147483396,00000;0,02848;2147483396,00000;0,394;0,000
9,5300;6,90472;2147483396,00000;0,02849;2147483396,00000;0,394;0,000
9,5400;6,90497;2147483396,00000;0,02850;2147483396,00000;0,395;0,000
9,5500;6,90519;2147483396,00000;0,02848;2147483396,00000;0,392;0,000
9,5600;6,90541;2147483396,00000;0,02844;2147483396,00000;0,393;0,000
9,5700;6,90564;2147483396,00000;0,02842;2147483396,00000;0,394;0,000
9,5800;6,90585;2147483396,00000;0,02840;2147483396,00000;0,394;0,000
9,5900;6,90607;2147483396,00000;0,02840;2147483396,00000;0,393;0,000
9,6000;6,90629;2147483396,00000;0,02841;2147483396,00000;0,392;0,000
9,6100;6,90650;2147483396,00000;0,02841;2147483396,00000;0,392;0,000
9,6200;6,90673;2147483396,00000;0,02842;2147483396,00000;0,392;0,000
9,6300;6,90695;2147483396,00000;0,02843;2147483396,00000;0,390;0,000
9,6400;6,90717;2147483396,00000;0,02844;2147483396,00000;0,393;0,000
9,6500;6,90739;2147483396,00000;0,02846;2147483396,00000;0,406;0,000
9,6600;6,90761;2147483396,00000;0,02849;2147483396,00000;0,395;0,000
9,6700;6,90781;2147483396,00000;0,02850;2147483396,00000;0,397;0,000
9,6800;6,90804;2147483396,00000;0,02851;2147483396,00000;0,396;0,000
9,6900;6,90824;2147483396,00000;0,02849;2147483396,00000;0,396;0,000
9,7000;6,90846;2147483396,00000;0,02850;2147483396,00000;0,394;0,000
9,7100;6,90869;2147483396,00000;0,02849;2147483396,00000;0,395;0,000
9,7200;6,90893;2147483396,00000;0,02851;2147483396,00000;0,396;0,000
9,7300;6,90915;2147483396,00000;0,02850;2147483396,00000;0,395;0,000
9,7400;6,90938;2147483396,00000;0,02851;2147483396,00000;0,393;0,000
9,7500;6,90961;2147483396,00000;0,02851;2147483396,00000;0,392;0,000
9,7600;6,90984;2147483396,00000;0,02849;2147483396,00000;0,394;0,000
9,7700;6,91007;2147483396,00000;0,02847;2147483396,00000;0,392;0,000
9,7800;6,91028;2147483396,00000;0,02843;2147483396,00000;0,393;0,000
9,7900;6,91049;2147483396,00000;0,02841;2147483396,00000;0,392;0,000
9,8000;6,91071;2147483396,00000;0,02839;2147483396,00000;0,390;0,000
9,8100;6,91091;2147483396,00000;0,02835;2147483396,00000;0,393;0,000
9,8200;6,91112;2147483396,00000;0,02830;2147483396,00000;0,393;0,000
9,8300;6,91133;2147483396,00000;0,02826;2147483396,00000;0,393;0,000
9,8400;6,91152;2147483396,00000;0,02819;2147483396,00000;0,389;0,000
9,8500;6,91171;2147483396,00000;0,02815;2147483396,00000;0,392;0,000
9,8600;6,91189;2147483396,00000;0,02810;2147483396,00000;0,392;0,000
9,8700;6,91206;2147483396,00000;0,02806;2147483396,00000;0,391;0,000
9,8800;6,91224;2147483396,00000;0,02798;2147483396,00000;0,390;0,000
9,8900;6,91241;2147483396,00000;0,02794;2147483396,00000;0,388;0,000
9,9000;6,91259;2147483396,00000;0,02788;2147483396,00000;0,388;0,000
9,9100;6,91276;2147483396,00000;0,02783;2147483396,00000;0,387;0,000
9,9200;6,91293;2147483396,00000;0,02779;2147483396,00000;0,386;0,000
9,9300;6,91311;2147483396,00000;0,02775;2147483396,00000;0,389;0,000
9,9400;6,91329;2147483396,00000;0,02771;2147483396,00000;0,387;0,000
9,9500;6,91345;2147483396,00000;0,02763;2147483396,00000;0,386;0,000
9,9600;6,91364;2147483396,00000;0,02759;2147483396,00000;0,385;0,000
9,9700;6,91382;2147483396,00000;0,02754;2147483396,00000;0,388;0,000
9,9800;6,91401;2147483396,00000;0,02749;2147483396,00000;0,389;0,000
9,9900;6,91420;2147483396,00000;0,02744;2147483396,00000;0,387;0,000
10,0000;6,91440;2147483396,00000;0,02739;2147483396,00000;0,386;0,000
10,0100;6,91459;2147483396,00000;0,02733;2147483396,00000;0,387;0,000
10,0200;6,91478;2147483396,00000;0,02727;2147483396,00000;0,385;0,000
10,0300;6,91498;2147483396,00000;0,02722;2147483396,00000;0,385;0,000
10,0400;6,91517;2147483396,00000;0,02719;2147483396,00000;0,388;0,000
10,0500;6,91535;2147483396,00000;0,02713;2147483396,00000;0,386;0,000
10,0600;6,91553;2147483396,00000;0,02706;2147483396,00000;0,388;0,000
10,0700;6,91573;2147483396,00000;0,02703;2147483396,00000;0,389;0,000
10,0800;6,91592;2147483396,00000;0,02699;2147483396,00000;0,389;0,000
10,0900;6,91611;2147483396,00000;0,02694;2147483396,00000;0,388;0,000
10,1000;6,91629;2147483396,00000;0,02690;2147483396,00000;0,391;0,000
10,1100;6,91649;2147483396,00000;0,02689;2147483396,00000;0,390;0,000
10,1200;6,91667;2147483396,00000;0,02685;2147483396,00000;0,390;0,000
10,1300;6,91686;2147483396,00000;0,02683;2147483396,00000;0,389;0,000
10,1400;6,91704;2147483396,00000;0,02680;2147483396,00000;0,389;0,000
10,1500;6,91722;2147483396,00000;0,02679;2147483396,00000;0,389;0,000
10,1600;6,91741;2147483396,00000;0,02678;2147483396,00000;0,391;0,000
10,1700;6,91760;2147483396,00000;0,02679;2147483396,00000;0,392;0,000
10,1800;6,91782;2147483396,00000;0,02681;2147483396,00000;0,391;0,000
10,1900;6,91803;2147483396,00000;0,02682;2147483396,00000;0,393;0,000
10,2000;6,91825;2147483396,00000;0,02684;2147483396,00000;0,391;0,000
10,2100;6,91847;2147483396,00000;0,02685;2147483396,00000;0,393;0,000
10,2200;6,91870;2147483396,00000;0,02687;2147483396,00000;0,395;0,000
10,2300;6,91890;2147483396,00000;0,02686;2147483396,00000;0,396;0,000
10,2400;6,91913;2147483396,00000;0,02686;2147483396,00000;0,394;0,000
10,2500;6,91934;2147483396,00000;0,02685;2147483396,00000;0,395;0,000
10,2600;6,91955;2147483396,00000;0,02684;2147483396,00000;0,395;0,000
10,2700;6,91976;2147483396,00000;0,02683;2147483396,00000;0,394;0,000
10,2800;6,91998;2147483396,00000;0,02681;2147483396,00000;0,394;0,000
10,2900;6,92019;2147483396,00000;0,02679;2147483396,00000;0,395;0,000
10,3000;6,92039;2147483396,00000;0,02678;2147483396,00000;0,396;0,000
10,3100;6,92058;2147483396,00000;0,02676;2147483396,00000;0,396;0,000
10,3200;6,92078;2147483396,00000;0,02674;2147483396,00000;0,395;0,000
10,3300;6,92098;2147483396,00000;0,02672;2147483396,00000;0,394;0,000
10,3400;6,92117;2147483396,00000;0,02667;2147483396,00000;0,393;0,000
10,3500;6,92136;2147483396,00000;0,02662;2147483396,00000;0,395;0,000
10,3600;6,92153;2147483396,00000;0,02657;2147483396,00000;0,394;0,000
10,3700;6,92171;2147483396,00000;0,02653;2147483396,00000;0,397;0,000
10,3800;6,92188;2147483396,00000;0,02646;2147483396,00000;0,395;0,000
10,3900;6,92207;2147483396,00000;0,02643;2147483396,00000;0,395;0,000
10,4000;6,92224;2147483396,00000;0,02637;2147483396,00000;0,394;0,000
10,4100;6,92241;2147483396,00000;0,02631;2147483396,00000;0,396;0,000
10,4200;6,92260;2147483396,00000;0,02627;2147483396,00000;0,397;0,000
10,4300;6,92277;2147483396,00000;0,02621;2147483396,00000;0,396;0,000
10,4400;6,92294;2147483396,00000;0,02616;2147483396,00000;0,396;0,000
10,4500;6,92313;2147483396,00000;0,02611;2147483396,00000;0,396;0,000
10,4600;6,92331;2147483396,00000;0,02605;2147483396,00000;0,395;0,000
10,4700;6,92352;2147483396,00000;0,02597;2147483396,00000;0,398;0,000
10,4800;6,92371;2147483396,00000;0,02590;2147483396,00000;0,394;0,000
10,4900;6,92390;2147483396,00000;0,02584;2147483396,00000;0,396;0,000
10,5000;6,92408;2147483396,00000;0,02577;2147483396,00000;0,396;0,000
10,5100;6,92425;2147483396,00000;0,02571;2147483396,00000;0,397;0,000
10,5200;6,92444;2147483396,00000;0,02566;2147483396,00000;0,397;0,000
10,5300;6,92462;2147483396,00000;0,02561;2147483396,00000;0,397;0,000
10,5400;6,92480;2147483396,00000;0,02556;2147483396,00000;0,397;0,000
10,5500;6,92498;2147483396,00000;0,02550;2147483396,00000;0,397;0,000
10,5600;6,92515;2147483396,00000;0,02546;2147483396,00000;0,396;0,000
10,5700;6,92534;2147483396,00000;0,02544;2147483396,00000;0,395;0,000
10,5800;6,92551;2147483396,00000;0,02541;2147483396,00000;0,395;0,000
10,5900;6,92569;2147483396,00000;0,02537;2147483396,00000;0,396;0,000
10,6000;6,92587;2147483396,00000;0,02535;2147483396,00000;0,394;0,000
10,6100;6,92604;2147483396,00000;0,02532;2147483396,00000;0,397;0,000
10,6200;6,92623;2147483396,00000;0,02531;2147483396,00000;0,396;0,000
10,6300;6,92641;2147483396,00000;0,02532;2147483396,00000;0,397;0,000
10,6400;6,92659;2147483396,00000;0,02533;2147483396,00000;0,396;0,000
10,6500;6,92676;2147483396,00000;0,02531;2147483396,00000;0,396;0,000
10,6600;6,92694;2147483396,00000;0,02531;2147483396,00000;0,397;0,000
10,6700;6,92713;2147483396,00000;0,02529;2147483396,00000;0,396;0,000
10,6800;6,92732;2147483396,00000;0,02528;2147483396,00000;0,398;0,000
10,6900;6,92750;2147483396,00000;0,02525;2147483396,00000;0,396;0,000
10,7000;6,92770;2147483396,00000;0,02525;2147483396,00000;0,396;0,000
10,7100;6,92789;2147483396,00000;0,02523;2147483396,00000;0,396;0,000
10,7200;6,92808;2147483396,00000;0,02522;2147483396,00000;0,394;0,000
10,7300;6,92828;2147483396,00000;0,02519;2147483396,00000;0,394;0,000
10,7400;6,92848;2147483396,00000;0,02517;2147483396,00000;0,395;0,000
10,7500;6,92868;2147483396,00000;0,02514;2147483396,00000;0,395;0,000
10,7600;6,92888;2147483396,00000;0,02511;2147483396,00000;0,395;0,000
10,7700;6,92907;2147483396,00000;0,02508;2147483396,00000;0,394;0,000
10,7800;6,92927;2147483396,00000;0,02503;2147483396,00000;0,395;0,000
10,7900;6,92945;2147483396,00000;0,02499;2147483396,00000;0,395;0,000
10,8000;6,92965;2147483396,00000;0,02493;2147483396,00000;0,396;0,000
10,8100;6,92984;2147483396,00000;0,02487;2147483396,00000;0,396;0,000
10,8200;6,93001;2147483396,00000;0,02482;2147483396,00000;0,395;0,000
10,8300;6,93020;2147483396,00000;0,02479;2147483396,00000;0,397;0,000
10,8400;6,93039;2147483396,00000;0,02475;2147483396,00000;0,396;0,000
10,8500;6,93059;2147483396,00000;0,02474;2147483396,00000;0,392;0,000
10,8600;6,93077;2147483396,00000;0,02469;2147483396,00000;0,395;0,000
10,8700;6,93096;2147483396,00000;0,02467;2147483396,00000;0,394;0,000
10,8800;6,93114;2147483396,00000;0,02465;2147483396,00000;0,392;0,000
10,8900;6,93133;2147483396,00000;0,02460;2147483396,00000;0,392;0,000
10,9000;6,93152;2147483396,00000;0,02456;2147483396,00000;0,389;0,000
10,9100;6,93170;2147483396,00000;0,02453;2147483396,00000;0,391;0,000
10,9200;6,93188;2147483396,00000;0,02450;2147483396,00000;0,391;0,000
10,9300;6,93207;2147483396,00000;0,02446;2147483396,00000;0,392;0,000
10,9400;6,93224;2147483396,00000;0,02443;2147483396,00000;0,393;0,000
10,9500;6,93242;2147483396,00000;0,02438;2147483396,00000;0,392;0,000
10,9600;6,93259;2147483396,00000;0,02435;2147483396,00000;0,391;0,000
10,9700;6,93278;2147483396,00000;0,02431;2147483396,00000;0,391;0,000
10,9800;6,93298;2147483396,00000;0,02429;2147483396,00000;0,388;0,000
10,9900;6,93318;2147483396,00000;0,02425;2147483396,00000;0,388;0,000
11,0000;6,93335;2147483396,00000;0,02420;2147483396,00000;0,390;0,000
11,0100;6,93353;2147483396,00000;0,02415;2147483396,00000;0,387;0,000
11,0200;6,93370;2147483396,00000;0,02410;2147483396,00000;0,389;0,000
11,0300;6,93387;2147483396,00000;0,02403;2147483396,00000;0,389;0,000
11,0400;6,93404;2147483396,00000;0,02397;2147483396,00000;0,389;0,000
11,0500;6,93422;2147483396,00000;0,02394;2147483396,00000;0,387;0,000
11,0600;6,93438;2147483396,00000;0,02389;2147483396,00000;0,385;0,000
11,0700;6,93454;2147483396,00000;0,02383;2147483396,00000;0,386;0,000
11,0800;6,93470;2147483396,00000;0,02379;2147483396,00000;0,387;0,000
11,0900;6,93486;2147483396,00000;0,02374;2147483396,00000;0,387;0,000
11,1000;6,93503;2147483396,00000;0,02370;2147483396,00000;0,386;0,000
11,1100;6,93521;2147483396,00000;0,02369;2147483396,00000;0,385;0,000
11,1200;6,93538;2147483396,00000;0,02367;2147483396,00000;0,386;0,000
11,1300;6,93554;2147483396,00000;0,02366;2147483396,00000;0,384;0,000
11,1400;6,93570;2147483396,00000;0,02364;2147483396,00000;0,386;0,000
11,1500;6,93586;2147483396,00000;0,02362;2147483396,00000;0,384;0,000
11,1600;6,93603;2147483396,00000;0,02362;2147483396,00000;0,384;0,000
11,1700;6,93619;2147483396,00000;0,02360;2147483396,00000;0,384;0,000
11,1800;6,93636;2147483396,00000;0,02360;2147483396,00000;0,388;0,000
11,1900;6,93653;2147483396,00000;0,02359;2147483396,00000;0,388;0,000
11,2000;6,93670;2147483396,00000;0,02359;2147483396,00000;0,387;0,000
11,2100;6,93688;2147483396,00000;0,02359;2147483396,00000;0,388;0,000
11,2200;6,93707;2147483396,00000;0,02362;2147483396,00000;0,389;0,000
11,2300;6,93727;2147483396,00000;0,02363;2147483396,00000;0,390;0,000
11,2400;6,93745;2147483396,00000;0,02363;2147483396,00000;0,390;0,000
11,2500;6,93764;2147483396,00000;0,02363;2147483396,00000;0,390;0,000
11,2600;6,93782;2147483396,00000;0,02362;2147483396,00000;0,389;0,000
11,2700;6,93798;2147483396,00000;0,02358;2147483396,00000;0,390;0,000
11,2800;6,93816;2147483396,00000;0,02356;2147483396,00000;0,391;0,000
11,2900;6,93832;2147483396,00000;0,02354;2147483396,00000;0,390;0,000
11,3000;6,93849;2147483396,00000;0,02352;2147483396,00000;0,390;0,000
11,3100;6,93866;2147483396,00000;0,02349;2147483396,00000;0,389;0,000
11,3200;6,93882;2147483396,00000;0,02346;2147483396,00000;0,391;0,000
11,3300;6,93899;2147483396,00000;0,02346;2147483396,00000;0,392;0,000
11,3400;6,93917;2147483396,00000;0,02344;2147483396,00000;0,393;0,000
11,3500;6,93935;2147483396,00000;0,02343;2147483396,00000;0,392;0,000
11,3600;6,93952;2147483396,00000;0,02341;2147483396,00000;0,393;0,000
11,3700;6,93967;2147483396,00000;0,02338;2147483396,00000;0,395;0,000
11,3800;6,93982;2147483396,00000;0,02333;2147483396,00000;0,393;0,000
11,3900;6,93999;2147483396,00000;0,02332;2147483396,00000;0,394;0,000
11,4000;6,94015;2147483396,00000;0,02328;2147483396,00000;0,395;0,000
11,4100;6,94031;2147483396,00000;0,02327;2147483396,00000;0,393;0,000
11,4200;6,94048;2147483396,00000;0,02326;2147483396,00000;0,392;0,000
11,4300;6,94065;2147483396,00000;0,02325;2147483396,00000;0,394;0,000
11,4400;6,94082;2147483396,00000;0,02321;2147483396,00000;0,392;0,000
11,4500;6,94100;2147483396,00000;0,02317;2147483396,00000;0,394;0,000
11,4600;6,94116;2147483396,00000;0,02313;2147483396,00000;0,395;0,000
11,4700;6,94133;2147483396,00000;0,02309;2147483396,00000;0,395;0,000
11,4800;6,94153;2147483396,00000;0,02306;2147483396,00000;0,391;0,000
11,4900;6,94171;2147483396,00000;0,02301;2147483396,00000;0,395;0,000
11,5000;6,94188;2147483396,00000;0,02297;2147483396,00000;0,396;0,000
11,5100;6,94204;2147483396,00000;0,02291;2147483396,00000;0,397;0,000
11,5200;6,94220;2147483396,00000;0,02286;2147483396,00000;0,396;0,000
11,5300;6,94237;2147483396,00000;0,02282;2147483396,00000;0,396;0,000
11,5400;6,94254;2147483396,00000;0,02277;2147483396,00000;0,395;0,000
11,5500;6,94270;2147483396,00000;0,02272;2147483396,00000;0,396;0,000
11,5600;6,94287;2147483396,00000;0,02268;2147483396,00000;0,395;0,000
11,5700;6,94304;2147483396,00000;0,02265;2147483396,00000;0,396;0,000
11,5800;6,94321;2147483396,00000;0,02262;2147483396,00000;0,395;0,000
11,5900;6,94337;2147483396,00000;0,02258;2147483396,00000;0,396;0,000
11,6000;6,94356;2147483396,00000;0,02257;2147483396,00000;0,396;0,000
11,6100;6,94374;2147483396,00000;0,02257;2147483396,00000;0,396;0,000
11,6200;6,94392;2147483396,00000;0,02256;2147483396,00000;0,396;0,000
11,6300;6,94410;2147483396,00000;0,02257;2147483396,00000;0,396;0,000
11,6400;6,94426;2147483396,00000;0,02255;2147483396,00000;0,396;0,000
11,6500;6,94442;2147483396,00000;0,02254;2147483396,00000;0,397;0,000
11,6600;6,94459;2147483396,00000;0,02252;2147483396,00000;0,396;0,000
11,6700;6,94477;2147483396,00000;0,02253;2147483396,00000;0,398;0,000
11,6800;6,94495;2147483396,00000;0,02254;2147483396,00000;0,399;0,000
11,6900;6,94512;2147483396,00000;0,02253;2147483396,00000;0,396;0,000
11,7000;6,94530;2147483396,00000;0,02254;2147483396,00000;0,396;0,000
11,7100;6,94548;2147483396,00000;0,02254;2147483396,00000;0,396;0,000
11,7200;6,94565;2147483396,00000;0,02252;2147483396,00000;0,397;0,000
11,7300;6,94581;2147483396,00000;0,02250;2147483396,00000;0,397;0,000
11,7400;6,94597;2147483396,00000;0,02245;2147483396,00000;0,396;0,000
11,7500;6,94615;2147483396,00000;0,02245;2147483396,00000;0,398;0,000
11,7600;6,94632;2147483396,00000;0,02242;2147483396,00000;0,396;0,000
11,7700;6,94647;2147483396,00000;0,02239;2147483396,00000;0,396;0,000
11,7800;6,94662;2147483396,00000;0,02237;2147483396,00000;0,396;0,000
11,7900;6,94675;2147483396,00000;0,02232;2147483396,00000;0,396;0,000
11,8000;6,94689;2147483396,00000;0,02227;2147483396,00000;0,396;0,000
11,8100;6,94702;2147483396,00000;0,02222;2147483396,00000;0,397;0,000
11,8200;6,94717;2147483396,00000;0,02220;2147483396,00000;0,396;0,000
11,8300;6,94731;2147483396,00000;0,02216;2147483396,00000;0,396;0,000
11,8400;6,94747;2147483396,00000;0,02214;2147483396,00000;0,396;0,000
11,8500;6,94764;2147483396,00000;0,02213;2147483396,00000;0,396;0,000
11,8600;6,94779;2147483396,00000;0,02210;2147483396,00000;0,396;0,000
11,8700;6,94794;2147483396,00000;0,02207;2147483396,00000;0,395;0,000
11,8800;6,94809;2147483396,00000;0,02205;2147483396,00000;0,395;0,000
11,8900;6,94825;2147483396,00000;0,02202;2147483396,00000;0,396;0,000
11,9000;6,94842;2147483396,00000;0,02201;2147483396,00000;0,396;0,000
11,9100;6,94857;2147483396,00000;0,02199;2147483396,00000;0,394;0,000
11,9200;6,94872;2147483396,00000;0,02197;2147483396,00000;0,395;0,000
11,9300;6,94888;2147483396,00000;0,02194;2147483396,00000;0,396;0,000
11,9400;6,94905;2147483396,00000;0,02193;2147483396,00000;0,394;0,000
11,9500;6,94923;2147483396,00000;0,02191;2147483396,00000;0,395;0,000
11,9600;6,94942;2147483396,00000;0,02192;2147483396,00000;0,395;0,000
11,9700;6,94961;2147483396,00000;0,02192;2147483396,00000;0,396;0,000
11,9800;6,94978;2147483396,00000;0,02189;2147483396,00000;0,395;0,000
11,9900;6,94995;2147483396,00000;0,02187;2147483396,00000;0,393;0,000
12,0000;6,95010;2147483396,00000;0,02182;2147483396,00000;0,391;0,000
12,0100;6,95026;2147483396,00000;0,02178;2147483396,00000;0,394;0,000
12,0200;6,95041;2147483396,00000;0,02174;2147483396,00000;0,392;0,000
12,0300;6,95058;2147483396,00000;0,02170;2147483396,00000;0,394;0,000
12,0400;6,95074;2147483396,00000;0,02166;2147483396,00000;0,395;0,000
12,0500;6,95089;2147483396,00000;0,02162;2147483396,00000;0,395;0,000
12,0600;6,95105;2147483396,00000;0,02160;2147483396,00000;0,394;0,000
12,0700;6,95121;2147483396,00000;0,02155;2147483396,00000;0,395;0,000
12,0800;6,95137;2147483396,00000;0,02153;2147483396,00000;0,392;0,000
12,0900;6,95155;2147483396,00000;0,02154;2147483396,00000;0,393;0,000
12,1000;6,95172;2147483396,00000;0,02152;2147483396,00000;0,392;0,000
12,1100;6,95189;2147483396,00000;0,02150;2147483396,00000;0,392;0,000
12,1200;6,95206;2147483396,00000;0,02147;2147483396,00000;0,391;0,000
12,1300;6,95223;2147483396,00000;0,02147;2147483396,00000;0,392;0,000
12,1400;6,95241;2147483396,00000;0,02145;2147483396,00000;0,389;0,000
12,1500;6,95259;2147483396,00000;0,02144;2147483396,00000;0,391;0,000
12,1600;6,95278;2147483396,00000;0,02145;2147483396,00000;0,392;0,000
12,1700;6,95295;2147483396,00000;0,02143;2147483396,00000;0,390;0,000
12,1800;6,95312;2147483396,00000;0,02142;2147483396,00000;0,391;0,000
12,1900;6,95330;2147483396,00000;0,02142;2147483396,00000;0,392;0,000
12,2000;6,95348;2147483396,00000;0,02141;2147483396,00000;0,389;0,000
12,2100;6,95365;2147483396,00000;0,02141;2147483396,00000;0,389;0,000
12,2200;6,95382;2147483396,00000;0,02140;2147483396,00000;0,390;0,000
12,2300;6,95400;2147483396,00000;0,02141;2147483396,00000;0,388;0,000
12,2400;6,95417;2147483396,00000;0,02139;2147483396,00000;0,388;0,000
12,2500;6,95431;2147483396,00000;0,02133;2147483396,00000;0,390;0,000
12,2600;6,95447;2147483396,00000;0,02129;2147483396,00000;0,392;0,000
12,2700;6,95463;2147483396,00000;0,02128;2147483396,00000;0,389;0,000
12,2800;6,95476;2147483396,00000;0,02123;2147483396,00000;0,388;0,000
12,2900;6,95488;2147483396,00000;0,02118;2147483396,00000;0,388;0,000
12,3000;6,95503;2147483396,00000;0,02116;2147483396,00000;0,387;0,000
12,3100;6,95516;2147483396,00000;0,02112;2147483396,00000;0,387;0,000
12,3200;6,95530;2147483396,00000;0,02109;2147483396,00000;0,387;0,000
12,3300;6,95544;2147483396,00000;0,02106;2147483396,00000;0,386;0,000
12,3400;6,95558;2147483396,00000;0,02104;2147483396,00000;0,387;0,000
12,3500;6,95572;2147483396,00000;0,02101;2147483396,00000;0,385;0,000
12,3600;6,95585;2147483396,00000;0,02099;2147483396,00000;0,384;0,000
